Open time,price_normalized,phase,class
1502928000000,0.2962936940101879,3,0
1503014400000,0.3919121894858457,4,-1
1503100800000,0.8664136962562369,3,1
1503187200000,0.3007396615488068,3,0
1503273600000,0.5014194293412889,4,-1
1503360000000,0.9080332567180276,3,0
1503446400000,0.3974435314199525,3,0
1503532800000,0.8058045836676315,6,1
1503619200000,0.1608293368212017,1,-1
1503705600000,0.8087845268128574,6,1
1503792000000,0.2137864756246745,1,-1
1503878400000,0.9523031095611736,2,0
1503964800000,0.8771373679154634,6,1
1504051200000,0.600993520518359,1,-1
1504137600000,0.8921063695606487,2,0
1504224000000,0.7804656002080881,6,1
1504310400000,0.2840170468481734,1,-1
1504396800000,0.5060874576759596,6,1
1504483200000,0.2299181952502784,1,-1
1504569600000,0.865622059207021,2,0
1504656000000,0.8684411342755121,2,0
1504742400000,0.723230593607305,6,1
1504828800000,0.3593550944144044,7,0
1504915200000,0.3932238935493209,7,0
1505001600000,0.6833402489626553,1,-1
1505088000000,0.4651834239130443,6,1
1505174400000,0.3474377455552731,7,0
1505260800000,0.4555972174256253,7,0
1505347200000,0.0288571877227099,1,-1
1505433600000,0.8498556304138595,2,0
1505520000000,0.5096382525973211,6,1
1505606400000,0.8064930374413088,1,-1
1505692800000,0.796421975992614,6,1
1505779200000,0.3054504747934846,7,0
1505865600000,0.353857041755131,7,0
1505952000000,0.1253352769679294,7,0
1506038400000,0.3694825117610954,1,-1
1506124800000,0.8644086335131981,6,1
1506211200000,0.2228069126352918,1,-1
1506297600000,0.818750383223987,6,1
1506384000000,0.2544509216952877,1,-1
1506470400000,0.8490175801447786,6,1
1506556800000,0.3693467336683417,1,-1
1506643200000,0.71406124739458,2,0
1506729600000,0.993840429929724,6,1
1506816000000,0.8315713599231092,1,-1
1506902400000,0.0991915885532906,6,1
1506988800000,0.4509126444002371,7,0
1507075200000,0.2882683982683989,1,-1
1507161600000,0.7446122448979604,2,0
1507248000000,0.616,2,0
1507334400000,0.6615550497184609,2,0
1507420800000,0.9227467811158798,2,0
1507507200000,0.6969527619271726,6,1
1507593600000,0.3667370530761258,1,-1
1507680000000,0.6493211351319883,2,0
1507766400000,0.9841385770763544,2,0
1507852800000,0.5792893444556418,2,0
1507939200000,0.9062158192443508,6,1
1508025600000,0.5935016944609308,1,-1
1508112000000,0.8581877086196771,6,1
1508198400000,0.3242725736812467,7,0
1508284800000,0.8495833706657118,1,-1
1508371200000,0.8812232638572841,2,0
1508457600000,0.8039411764705887,2,0
1508544000000,0.5450353615602715,6,1
1508630400000,0.6765008677236242,7,0
1508716800000,0.6425256552715872,7,0
1508803200000,0.0569052631578942,1,-1
1508889600000,0.9641848892291492,2,0
1508976000000,0.7302665609158957,6,1
1509062400000,0.3615612528721734,7,0
1509148800000,0.4073366971225978,1,-1
1509235200000,0.9632753243397852,6,1
1509321600000,0.4138467166636175,1,-1
1509408000000,0.9120373859953262,2,0
1509494400000,0.9526165120806126,2,0
1509580800000,0.5446088794925994,2,0
1509667200000,0.4536306514858031,2,0
1509753600000,0.7863756271659862,6,1
1509840000000,0.2120296886546922,7,0
1509926400000,0.1093333333333331,1,-1
1510012800000,0.5480520353625334,2,0
1510099200000,0.5826526782363137,6,1
1510185600000,0.1723872679045087,7,0
1510272000000,0.2458483754512629,7,0
1510358400000,0.2078139774778651,7,0
1510444800000,0.372431972658794,1,-1
1510531200000,0.7679351966956728,2,0
1510617600000,0.7058383033350276,2,0
1510704000000,0.919751803991635,2,0
1510790400000,0.9126157407407408,6,1
1510876800000,0.4613197026022297,1,-1
1510963200000,0.854142063870951,2,0
1511049600000,0.8199103252823491,2,0
1511136000000,0.7049372933686717,6,1
1511222400000,0.5317362270450755,1,-1
1511308800000,0.4958331534176771,6,1
1511395200000,0.0768846153846145,1,-1
1511481600000,0.5549132947976878,2,0
1511568000000,0.9460746301063924,2,0
1511654400000,0.7021522112494641,2,0
1511740800000,0.9921068161699604,2,0
1511827200000,0.8854816824966059,6,1
1511913600000,0.4200961860123808,1,-1
1512000000000,0.4822174507124729,2,0
1512086400000,0.9242358366271408,2,0
1512172800000,0.4737017543859653,2,0
1512259200000,0.5021962264150942,2,0
1512345600000,0.9736842105263158,2,0
1512432000000,0.6224958057830842,2,0
1512518400000,0.9665683584233066,2,0
1512604800000,0.9858442871587464,6,1
1512691200000,0.5846413311640473,7,0
1512777600000,0.5679966794312188,1,-1
1512864000000,0.755336921112609,2,0
1512950400000,0.656653379630351,6,1
1513036800000,0.4312406373416855,7,0
1513123200000,0.727200655514409,1,-1
1513209600000,0.8894271356783915,2,0
1513296000000,0.7334377123275541,2,0
1513382400000,0.8142435685124245,6,1
1513468800000,0.2716112611354256,7,0
1513555200000,0.8045171408181426,7,0
1513641600000,0.375547169811321,7,0
1513728000000,0.5815495346094901,7,0
1513814400000,0.4473429657794675,7,0
1513900800000,0.4992486820278833,7,0
1513987200000,0.1632096235964742,1,-1
1514073600000,0.8532149230042341,2,0
1514160000000,0.6227010050251257,2,0
1514246400000,0.8565792610250299,6,1
1514332800000,0.5482571043126334,7,0
1514419200000,0.4318469951757123,1,-1
1514505600000,0.4676392572944294,6,1
1514592000000,0.2604941767181985,1,-1
1514678400000,0.8243541231389432,6,1
1514764800000,0.5895840157222408,1,-1
1514851200000,0.6909660263134468,2,0
1514937600000,0.6647689968554551,2,0
1515024000000,0.8381303415665664,2,0
1515110400000,0.9162151041828394,2,0
1515196800000,0.9352074351544278,6,1
1515283200000,0.362445971703939,7,0
1515369600000,0.5955445403526768,7,0
1515456000000,0.2612243527317912,1,-1
1515542400000,0.973376819141064,6,1
1515628800000,0.5152549402019796,1,-1
1515715200000,0.7702978046689608,2,0
1515801600000,0.57658637065858,6,1
1515888000000,0.5116590408405352,1,-1
1515974400000,0.3557793503901286,6,1
1516060800000,0.4137153859975642,1,-1
1516147200000,0.7381055976996277,6,1
1516233600000,0.3648379967994232,1,-1
1516320000000,0.7769895470383272,2,0
1516406400000,0.8226794343482259,6,1
1516492800000,0.3079354698059735,7,0
1516579200000,0.424364916021341,1,-1
1516665600000,0.5985140562248998,2,0
1516752000000,0.7940269785516779,6,1
1516838400000,0.2667093287827091,7,0
1516924800000,0.5840372414310923,1,-1
1517011200000,0.8030496339696026,2,0
1517097600000,0.5645334928229674,6,1
1517184000000,0.1333979676110459,7,0
1517270400000,0.2396373240936654,1,-1
1517356800000,0.8060894124130331,6,1
1517443200000,0.2989438197991178,7,0
1517529600000,0.6959870320489044,1,-1
1517616000000,0.7805081952717413,6,1
1517702400000,0.1771974965229488,7,0
1517788800000,0.1791955853908294,1,-1
1517875200000,0.8797331189196962,6,1
1517961600000,0.3386073801461548,1,-1
1518048000000,0.7794123055422765,2,0
1518134400000,0.9429596034173612,6,1
1518220800000,0.4377127873289764,7,0
1518307200000,0.4101669361800433,1,-1
1518393600000,0.908119658119658,6,1
1518480000000,0.315358931552587,1,-1
1518566400000,0.9585929333054564,2,0
1518652800000,0.7609912854030503,2,0
1518739200000,0.7514489556870544,2,0
1518825600000,0.9653487078931192,6,1
1518912000000,0.2541289782244558,1,-1
1518998400000,0.9009870670736064,2,0
1519084800000,0.1464795307986338,6,1
1519171200000,0.2152115431645881,7,0
1519257600000,0.1052581231465839,1,-1
1519344000000,0.6485239532382844,6,1
1519430400000,0.2991432089923757,7,0
1519516800000,0.5508563439356874,1,-1
1519603200000,0.8900504422837929,2,0
1519689600000,0.5981842456608824,6,1
1519776000000,0.0335338345864664,1,-1
1519862400000,0.8288538657500519,2,0
1519948800000,0.6255813953488372,2,0
1520035200000,0.8496757972740496,2,0
1520121600000,0.9029088508291584,6,1
1520208000000,0.1321739719990501,7,0
1520294400000,0.1789843472073994,7,0
1520380800000,0.3448986215713162,7,0
1520467200000,0.2036958614051967,7,0
1520553600000,0.8307123034227567,7,0
1520640000000,0.1253448045398753,1,-1
1520726400000,0.8399767441860463,6,1
1520812800000,0.316842219176106,1,-1
1520899200000,0.5023041474654378,6,1
1520985600000,0.1881548657132892,1,-1
1521072000000,0.7576666666666662,2,0
1521158400000,0.5058737563936826,6,1
1521244800000,0.1640681103681602,1,-1
1521331200000,0.8720012055455094,2,0
1521417600000,0.829401942188286,2,0
1521504000000,0.8181558441558436,6,1
1521590400000,0.3151896062475075,7,0
1521676800000,0.4060481965663875,1,-1
1521763200000,0.982859375000001,6,1
1521849600000,0.1097553787208969,7,0
1521936000000,0.3432649302815023,7,0
1522022400000,0.4433900188626823,7,0
1522108800000,0.1348108820018935,1,-1
1522195200000,0.5808398950131238,6,1
1522281600000,0.1441449283772941,7,0
1522368000000,0.3468432683835732,1,-1
1522454400000,0.3291289542073661,6,1
1522540800000,0.6177779928384795,1,-1
1522627200000,0.8083333333333333,2,0
1522713600000,0.7744749405685769,6,1
1522800000000,0.1236606895020267,7,0
1522886400000,0.6086009960931686,7,0
1522972800000,0.2896857142857152,1,-1
1523059200000,0.6398743074505918,2,0
1523145600000,0.6022781826910485,6,1
1523232000000,0.2991637630662025,1,-1
1523318400000,0.8029914529914515,2,0
1523404800000,0.8216256157635466,2,0
1523491200000,0.9296864534329372,6,1
1523577600000,0.2900137617423562,1,-1
1523664000000,0.5026861702127665,2,0
1523750400000,0.8268605407414271,6,1
1523836800000,0.3585507246376813,7,0
1523923200000,0.1711742750502462,1,-1
1524009600000,0.8278370382433563,2,0
1524096000000,0.9166666666666666,2,0
1524182400000,0.9030162967685376,2,0
1524268800000,0.7453404255319138,6,1
1524355200000,0.2025325096419679,1,-1
1524441600000,0.7875416666666676,2,0
1524528000000,0.8627705467175926,6,1
1524614400000,0.1359363772309722,1,-1
1524700800000,0.93675479523069,6,1
1524787200000,0.0520750988142299,1,-1
1524873600000,0.8574298629547255,2,0
1524960000000,0.6275290704820905,6,1
1525046400000,0.3627154203506685,7,0
1525132800000,0.6042140468227419,1,-1
1525219200000,0.9323035594358632,2,0
1525305600000,0.8608644168146833,6,1
1525392000000,0.6246644458100168,1,-1
1525478400000,0.5384615384615384,6,1
1525564800000,0.437600593160569,7,0
1525651200000,0.3617276426759981,7,0
1525737600000,0.3059543308603879,1,-1
1525824000000,0.8117647058823529,6,1
1525910400000,0.0757433195333098,7,0
1525996800000,0.0873039360757621,1,-1
1526083200000,0.6336357009799972,2,0
1526169600000,0.8202466907340524,6,1
1526256000000,0.640707142738686,7,0
1526342400000,0.1323333842028399,7,0
1526428800000,0.6098669102940811,7,0
1526515200000,0.1287835051546392,1,-1
1526601600000,0.907558606183057,6,1
1526688000000,0.4668722675975204,1,-1
1526774400000,0.8157268029656248,6,1
1526860800000,0.2626158244635042,7,0
1526947200000,0.0903089857440814,7,0
1527033600000,0.1267918932278791,1,-1
1527120000000,0.6642083926338047,6,1
1527206400000,0.4359988283538375,7,0
1527292800000,0.1061250000000001,1,-1
1527379200000,0.6387589555331867,6,1
1527465600000,0.1081323552694063,1,-1
1527552000000,0.8447687604772705,6,1
1527638400000,0.374262560777958,1,-1
1527724800000,0.4239683436970042,2,0
1527811200000,0.6540057705229047,2,0
1527897600000,0.7798947489724573,2,0
1527984000000,0.612030639027267,6,1
1528070400000,0.1289726768995603,1,-1
1528156800000,0.8305079473700587,2,0
1528243200000,0.8268592369045058,2,0
1528329600000,0.4902068965517236,6,1
1528416000000,0.4199420289855049,7,0
1528502400000,0.1783485768014344,7,0
1528588800000,0.1636284122819126,1,-1
1528675200000,0.8397435897435898,6,1
1528761600000,0.2085574411099645,7,0
1528848000000,0.3420969897036851,1,-1
1528934400000,0.8173478260869556,6,1
1529020800000,0.0873665188105775,1,-1
1529107200000,0.6821108973822851,6,1
1529193600000,0.1652996467700396,1,-1
1529280000000,0.8023070611515999,2,0
1529366400000,0.4673625092720151,2,0
1529452800000,0.7900685705674044,6,1
1529539200000,0.3779302458547768,7,0
1529625600000,0.1546691532827016,1,-1
1529712000000,0.5625795165394393,6,1
1529798400000,0.7590623774029033,1,-1
1529884800000,0.6597576641322082,6,1
1529971200000,0.1506272627767944,1,-1
1530057600000,0.7416032447705388,6,1
1530144000000,0.0779746250108365,1,-1
1530230400000,0.8036923076923078,2,0
1530316800000,0.5949381852111032,6,1
1530403200000,0.5567189308639386,1,-1
1530489600000,0.8313658135371812,6,1
1530576000000,0.2350466857723926,1,-1
1530662400000,0.4242750356301437,6,1
1530748800000,0.2933080759268561,1,-1
1530835200000,0.8266082132951587,2,0
1530921600000,0.80218572167615,6,1
1531008000000,0.3967661691542342,7,0
1531094400000,0.2627752607733639,7,0
1531180800000,0.0811244019138752,1,-1
1531267200000,0.7800960554287045,6,1
1531353600000,0.581958231274977,7,0
1531440000000,0.4357083333333321,1,-1
1531526400000,0.471273885350317,2,0
1531612800000,0.7524174528301905,2,0
1531699200000,0.9425521707843612,2,0
1531785600000,0.8144929310239302,2,0
1531872000000,0.4315412186379917,2,0
1531958400000,0.6406229593835713,6,1
1532044800000,0.1511241217798589,1,-1
1532131200000,0.7587990463490506,6,1
1532217600000,0.2401377075739167,1,-1
1532304000000,0.7554803493449787,2,0
1532390400000,0.8876455696202529,6,1
1532476800000,0.2844013853362614,7,0
1532563200000,0.1502050984687404,1,-1
1532649600000,0.7991041666666661,2,0
1532736000000,0.8802495265678963,6,1
1532822400000,0.5347891482368664,7,0
1532908800000,0.7565601965601967,7,0
1532995200000,0.1790310786106038,7,0
1533081600000,0.5455624999999997,7,0
1533168000000,0.2758335303854333,7,0
1533254400000,0.5293523839105448,7,0
1533340800000,0.1473954396019762,1,-1
1533427200000,0.6835918681953931,6,1
1533513600000,0.3357522123893797,7,0
1533600000000,0.1041918161761653,7,0
1533686400000,0.2706586025996592,1,-1
1533772800000,0.7905945386191207,6,1
1533859200000,0.2140530309923746,1,-1
1533945600000,0.5055125725338498,2,0
1534032000000,0.5209757522640953,6,1
1534118400000,0.2533003300330043,7,0
1534204800000,0.8319066778278832,1,-1
1534291200000,0.2175604843324409,2,0
1534377600000,0.3868440233236143,2,0
1534464000000,0.9982977303070754,2,0
1534464000000,0.9982977303070754,2,0
1534550400000,0.3010843373493977,1,-1
1534636800000,0.7366390041493766,6,1
1534723200000,0.112387096774194,1,-1
1534809600000,0.92450551109769,6,1
1534896000000,0.1737415655589705,1,-1
1534982400000,0.7785352136679325,2,0
1535068800000,0.8475922671353263,2,0
1535155200000,0.5999710961774728,6,1
1535241600000,0.6368504848747997,1,-1
1535328000000,0.8916023264514817,2,0
1535414400000,0.7858545454545443,6,1
1535500800000,0.5367769901115274,7,0
1535587200000,0.7174162542141882,1,-1
1535673600000,0.6129850746268658,2,0
1535760000000,0.7183579959438153,2,0
1535846400000,0.8011444266422539,6,1
1535932800000,0.4868053187862291,1,-1
1536019200000,0.7213805174205566,6,1
1536105600000,0.0251642667412274,7,0
1536192000000,0.5456739130434788,7,0
1536278400000,0.3372321428571427,7,0
1536364800000,0.201771117166213,1,-1
1536451200000,0.3649113433732946,2,0
1536537600000,0.5948489998692656,6,1
1536624000000,0.5344400819392272,1,-1
1536710400000,0.872457197399033,2,0
1536796800000,0.7590080971659929,6,1
1536883200000,0.4564879370015562,1,-1
1536969600000,0.491643173580347,6,1
1537056000000,0.8731082654249133,7,0
1537142400000,0.1432820574450173,1,-1
1537228800000,0.6754938795297537,2,0
1537315200000,0.681251583481126,2,0
1537401600000,0.7767441860465116,2,0
1537488000000,0.9120669706663062,6,1
1537574400000,0.4530019336886303,7,0
1537660800000,0.3656704617330816,7,0
1537747200000,0.1409826589595394,7,0
1537833600000,0.4730684582416295,1,-1
1537920000000,0.4791070727466492,2,0
1538006400000,0.8073734177215194,6,1
1538092800000,0.3420706775700927,7,0
1538179200000,0.7688852592895069,1,-1
1538265600000,0.7253488372093001,6,1
1538352000000,0.6468266598765012,7,0
1538438400000,0.217739726027397,7,0
1538524800000,0.6722689075630253,1,-1
1538611200000,0.6410349064103482,2,0
1538697600000,0.601416320166318,6,1
1538784000000,0.3264869998812791,1,-1
1538870400000,0.7848695652173932,2,0
1538956800000,0.6688180404354586,6,1
1539043200000,0.6329420770604696,7,0
1539129600000,0.7772220084647953,7,0
1539216000000,0.1111629208243968,1,-1
1539302400000,0.5894701986754981,2,0
1539388800000,0.7985983647588912,2,0
1539475200000,0.2901851851851865,2,0
1539561600000,0.3278985507246377,2,0
1539648000000,0.3881304347826106,6,1
1539734400000,0.4802013174450467,7,0
1539820800000,0.2268995633187774,7,0
1539907200000,0.0469873741409628,1,-1
1539993600000,0.7390722569134689,2,0
1540080000000,0.1205005959475532,6,1
1540166400000,0.4427841511616656,7,0
1540252800000,0.4784412319296079,1,-1
1540339200000,0.2178974172426361,6,1
1540425600000,0.3498409185226169,1,-1
1540512000000,0.2779150488292735,6,1
1540598400000,0.4465428601405962,7,0
1540684800000,0.6037273173124121,7,0
1540771200000,0.1552549865796535,7,0
1540857600000,0.1777150916784166,1,-1
1540944000000,0.6935730680948746,2,0
1541030400000,0.6526226194276017,2,0
1541116800000,0.634599390074848,6,1
1541203200000,0.4431925871327791,1,-1
1541289600000,0.7641566265060263,6,1
1541376000000,0.5175139702875753,1,-1
1541462400000,0.8583536514570914,2,0
1541548800000,0.6543570419218113,6,1
1541635200000,0.0923835267928121,7,0
1541721600000,0.2404580152671729,1,-1
1541808000000,0.3415956622773062,2,0
1541894400000,0.8849169311181642,2,0
1541980800000,0.4219736842105225,2,0
1542067200000,0.6224613944782404,6,1
1542153600000,0.3214886739227816,7,0
1542240000000,0.6528016115794965,7,0
1542326400000,0.4566426981681195,7,0
1542412800000,0.6894811889876015,1,-1
1542499200000,0.3713790542213417,6,1
1542585600000,0.0680222496909762,7,0
1542672000000,0.3224136021267165,1,-1
1542758400000,0.662166867550555,6,1
1542844800000,0.0904930578897017,1,-1
1542931200000,0.7571822569524238,6,1
1543017600000,0.1534222779114636,1,-1
1543104000000,0.7463211221008379,6,1
1543190400000,0.3192079207920788,1,-1
1543276800000,0.7417490433673471,2,0
1543363200000,0.7508266051518651,2,0
1543449600000,0.5240969420749554,6,1
1543536000000,0.2468119289085255,1,-1
1543622400000,0.6736601578728724,6,1
1543708800000,0.2761133603238881,7,0
1543795200000,0.1619602272727278,1,-1
1543881600000,0.5613157894736838,6,1
1543968000000,0.1104000000000006,7,0
1544054400000,0.0218755468886722,7,0
1544140800000,0.5499554380896781,1,-1
1544227200000,0.6920512820512814,2,0
1544313600000,0.5733065616002421,6,1
1544400000000,0.2616615948976615,7,0
1544486400000,0.3601618705035956,1,-1
1544572800000,0.6690140845070423,6,1
1544659200000,0.2276772616136916,7,0
1544745600000,0.297809205126587,7,0
1544832000000,0.4612441783100439,1,-1
1544918400000,0.3950925925925933,2,0
1545004800000,0.7942547425474252,2,0
1545091200000,0.8992208405477723,2,0
1545177600000,0.1367082500516908,2,0
1545264000000,0.8548865979381441,6,1
1545350400000,0.1985691108806082,1,-1
1545436800000,0.8448969072164941,6,1
1545523200000,0.3940473833564308,1,-1
1545609600000,0.3044990299081168,6,1
1545696000000,0.2660135442597501,1,-1
1545782400000,0.670694529128096,6,1
1545868800000,0.1179654455516519,1,-1
1545955200000,0.8617839347945054,6,1
1546041600000,0.1140540540540547,1,-1
1546128000000,0.5863599348534194,6,1
1546214400000,0.4039071631324101,1,-1
1546300800000,0.9225737392959088,2,0
1546387200000,0.8209431240033418,6,1
1546473600000,0.2770830194364943,1,-1
1546560000000,0.736570333971852,6,1
1546646400000,0.2218024224913888,1,-1
1546732800000,0.8605887873205654,6,1
1546819200000,0.5595102210231366,7,0
1546905600000,0.312529976019185,1,-1
1546992000000,0.4768789891884868,6,1
1547078400000,0.1006118286879675,1,-1
1547164800000,0.7062694300518132,6,1
1547251200000,0.6024492572854073,7,0
1547337600000,0.2091283863368658,1,-1
1547424000000,0.776519404442276,6,1
1547510400000,0.2764795144157815,1,-1
1547596800000,0.4762045521726281,2,0
1547683200000,0.8227399098840016,6,1
1547769600000,0.5367741935483851,1,-1
1547856000000,0.565079112665979,6,1
1547942400000,0.2938782974443386,7,0
1548028800000,0.6118319247708601,1,-1
1548115200000,0.783645263460984,6,1
1548201600000,0.4099272571673102,1,-1
1548288000000,0.6758113081298086,6,1
1548374400000,0.6618193069306905,7,0
1548460800000,0.1716974732915041,7,0
1548547200000,0.6972043010752704,7,0
1548633600000,0.3035835023664644,7,0
1548720000000,0.6534801667914044,1,-1
1548806400000,0.7819581958195804,6,1
1548892800000,0.2173295454545427,1,-1
1548979200000,0.7012672811059933,2,0
1549065600000,0.7488096620601548,6,1
1549152000000,0.3773651427899879,1,-1
1549238400000,0.5799883653286748,2,0
1549324800000,0.7583497053045297,6,1
1549411200000,0.2469820872274137,7,0
1549497600000,0.2304526748971229,1,-1
1549584000000,0.7932201509098981,2,0
1549670400000,0.7296411003825801,2,0
1549756800000,0.934467632593382,6,1
1549843200000,0.2237278362404498,1,-1
1549929600000,0.5761201032136996,6,1
1550016000000,0.225559105431311,7,0
1550102400000,0.385143249270884,1,-1
1550188800000,0.3637503133617437,2,0
1550275200000,0.4076357128653811,2,0
1550361600000,0.6601191098108851,2,0
1550448000000,0.902222222222222,2,0
1550534400000,0.3738810280103954,2,0
1550620800000,0.8517881705639596,6,1
1550707200000,0.3142485924642685,1,-1
1550793600000,0.5762021189894044,2,0
1550880000000,0.80661510901385,6,1
1550966400000,0.063666707874892,1,-1
1551052800000,0.6627468717020969,6,1
1551139200000,0.4996124631840011,1,-1
1551225600000,0.871474517565563,6,1
1551312000000,0.4013534198018216,1,-1
1551398400000,0.2270970675153405,6,1
1551484800000,0.6904141326382838,7,0
1551571200000,0.4923621460506691,7,0
1551657600000,0.280020086623565,1,-1
1551744000000,0.8883895131086147,2,0
1551830400000,0.519114045362582,2,0
1551916800000,0.511384615384612,6,1
1552003200000,0.4915909090909081,1,-1
1552089600000,0.7546153846153844,6,1
1552176000000,0.5689990281827054,7,0
1552262400000,0.3889512058328671,1,-1
1552348800000,0.7160727824109194,6,1
1552435200000,0.485436893203884,1,-1
1552521600000,0.6086520032855705,2,0
1552608000000,0.7693225902715669,2,0
1552694400000,0.6222222222222222,6,1
1552780800000,0.5021777706081588,1,-1
1552867200000,0.4120951356519659,2,0
1552953600000,0.7463934426229542,2,0
1553040000000,0.8998561151079132,6,1
1553126400000,0.531561988273201,1,-1
1553212800000,0.4699371069182348,2,0
1553299200000,0.6859382655561048,6,1
1553385600000,0.7529453766511933,7,0
1553472000000,0.4287006058413942,1,-1
1553558400000,0.8394890735610983,2,0
1553644800000,0.9110415735359872,6,1
1553731200000,0.6846153846153865,1,-1
1553817600000,0.7947431781701437,2,0
1553904000000,0.6246590909090938,6,1
1553990400000,0.637257824143065,1,-1
1554076800000,0.8458015267175633,2,0
1554163200000,0.946267080335336,2,0
1554249600000,0.3434258211731324,6,1
1554336000000,0.4642094017094013,1,-1
1554422400000,0.8423441734417318,2,0
1554508800000,0.4171339676567426,2,0
1554595200000,0.6936057692307713,2,0
1554681600000,0.7439849624060136,6,1
1554768000000,0.4533762057877814,1,-1
1554854400000,0.6036585365853658,6,1
1554940800000,0.2227672738925724,1,-1
1555027200000,0.851522611232678,6,1
1555113600000,0.4338947368421079,1,-1
1555200000000,0.8582260278449596,6,1
1555286400000,0.3447879289723055,1,-1
1555372800000,0.8761482093095266,2,0
1555459200000,0.670095693779903,2,0
1555545600000,0.676190476190471,2,0
1555632000000,0.5771034482758641,2,0
1555718400000,0.5964963221060722,6,1
1555804800000,0.6102443923669241,1,-1
1555891200000,0.7763631620140895,2,0
1555977600000,0.6012930229081821,6,1
1556064000000,0.3281093027928463,7,0
